t / fs	F(t)*F(0) / (kcal/mole/A)^2	err[F(t)*F(0)] / (kcal/mole/A)^2	lambda / N*s/m^3	err[lambda] / N*s/m^3
2763.00	-5.422040	0.948238	436968.870880	38074.540457
2764.00	-5.423447	0.947843	436733.370506	38071.082937
2765.00	-5.425094	0.947459	436497.803822	38067.602956
2766.00	-5.426978	0.947087	436262.160474	38064.099711
2767.00	-5.429094	0.946727	436026.430276	38060.572420
2768.00	-5.431438	0.946379	435790.603224	38057.020324
2769.00	-5.434007	0.946043	435554.669492	38053.442694
2770.00	-5.436795	0.945719	435318.619447	38049.838830
2771.00	-5.439798	0.945407	435082.443646	38046.208070
2772.00	-5.443012	0.945107	434846.132845	38042.549788
2773.00	-5.446432	0.944819	434609.678001	38038.863397
2774.00	-5.450053	0.944544	434373.070278	38035.148356
2775.00	-5.453870	0.944281	434136.301045	38031.404165
2776.00	-5.457878	0.944030	433899.361885	38027.630373
2777.00	-5.462073	0.943793	433662.244597	38023.826575
2778.00	-5.466449	0.943567	433424.941195	38019.992416
2779.00	-5.471002	0.943355	433187.443916	38016.127590
2780.00	-5.475725	0.943156	432949.745217	38012.231839
2781.00	-5.480615	0.942971	432711.837784	38008.304957
2782.00	-5.485665	0.942799	432473.714528	38004.346787
2783.00	-5.490870	0.942641	432235.368590	38000.357224
2784.00	-5.496225	0.942499	431996.793344	37996.336211
2785.00	-5.501724	0.942371	431757.982401	37992.283742
2786.00	-5.507363	0.942259	431518.929606	37988.199860
2787.00	-5.513135	0.942164	431279.629046	37984.084657
2788.00	-5.519034	0.942086	431040.075048	37979.938273
2789.00	-5.525056	0.942025	430800.262187	37975.760895
2790.00	-5.531194	0.941983	430560.185281	37971.552757
2791.00	-5.537443	0.941960	430319.839404	37967.314135
2792.00	-5.543796	0.941957	430079.219880	37963.045354
2793.00	-5.550249	0.941974	429838.322295	37958.746778
2794.00	-5.556793	0.942013	429597.142493	37954.418814
2795.00	-5.563425	0.942074	429355.676585	37950.061911
2796.00	-5.570136	0.942158	429113.920948	37945.676558
2797.00	-5.576922	0.942266	428871.872237	37941.263281
2798.00	-5.583775	0.942398	428629.527377	37936.822647
2799.00	-5.590689	0.942556	428386.883577	37932.355256
2800.00	-5.597657	0.942739	428143.938324	37927.861747
2801.00	-5.604674	0.942948	427900.689393	37923.342789
2802.00	-5.611732	0.943185	427657.134841	37918.799084
2803.00	-5.618825	0.943449	427413.273013	37914.231367
2804.00	-5.625946	0.943741	427169.102541	37909.640400
2805.00	-5.633089	0.944061	426924.622343	37905.026976
2806.00	-5.640247	0.944410	426679.831621	37900.391910
2807.00	-5.647413	0.944788	426434.729858	37895.736041
2808.00	-5.654582	0.945194	426189.316816	37891.060231
2809.00	-5.661747	0.945630	425943.592530	37886.365360
2810.00	-5.668902	0.946094	425697.557303	37881.652326
2811.00	-5.676041	0.946587	425451.211700	37876.922041
2812.00	-5.683158	0.947108	425204.556542	37872.175430
2813.00	-5.690247	0.947657	424957.592895	37867.413428
2814.00	-5.697304	0.948234	424710.322065	37862.636977
2815.00	-5.704323	0.948838	424462.745586	37857.847021
2816.00	-5.711300	0.949468	424214.865214	37853.044508
2817.00	-5.718228	0.950124	423966.682914	37848.230382
2818.00	-5.725104	0.950805	423718.200853	37843.405584
2819.00	-5.731924	0.951510	423469.421388	37838.571048
2820.00	-5.738684	0.952239	423220.347059	37833.727698
2821.00	-5.745379	0.952989	422970.980581	37828.876446
2822.00	-5.752006	0.953761	422721.324831	37824.018192
2823.00	-5.758561	0.954553	422471.382849	37819.153816
2824.00	-5.765041	0.955365	422221.157824	37814.284182
2825.00	-5.771442	0.956195	421970.653090	37809.410131
2826.00	-5.777762	0.957042	421719.872124	37804.532485
2827.00	-5.783997	0.957905	421468.818543	37799.652042
2828.00	-5.790144	0.958783	421217.496099	37794.769577
2829.00	-5.796200	0.959675	420965.908680	37789.885839
2830.00	-5.802161	0.960580	420714.060313	37785.001552
2831.00	-5.808025	0.961497	420461.955159	37780.117417
2832.00	-5.813789	0.962424	420209.597524	37775.234109
2833.00	-5.819448	0.963362	419956.991854	37770.352281
2834.00	-5.825000	0.964308	419704.142748	37765.472559
2835.00	-5.830440	0.965261	419451.054955	37760.595550
2836.00	-5.835766	0.966222	419197.733388	37755.721841
2837.00	-5.840973	0.967188	418944.183123	37750.851997
2838.00	-5.846056	0.968159	418690.409408	37745.986568
2839.00	-5.851013	0.969134	418436.417671	37741.126086
2840.00	-5.855839	0.970111	418182.213521	37736.271073
2841.00	-5.860528	0.971090	417927.802757	37731.422040
2842.00	-5.865078	0.972070	417673.191374	37726.579485
2843.00	-5.869482	0.973050	417418.385559	37721.743904
2844.00	-5.873738	0.974029	417163.391705	37716.915784
2845.00	-5.877839	0.975006	416908.216403	37712.095612
2846.00	-5.881781	0.975980	416652.866447	37707.283873
2847.00	-5.885560	0.976950	416397.348834	37702.481052
2848.00	-5.889171	0.977915	416141.670760	37697.687638
2849.00	-5.892609	0.978875	415885.839614	37692.904120
2850.00	-5.895871	0.979828	415629.862978	37688.130997
2851.00	-5.898952	0.980774	415373.748613	37683.368770
2852.00	-5.901848	0.981712	415117.504457	37678.617948
2853.00	-5.904556	0.982642	414861.138612	37673.879049
2854.00	-5.907072	0.983562	414604.659334	37669.152598
2855.00	-5.909393	0.984472	414348.075019	37664.439128
2856.00	-5.911517	0.985370	414091.394190	37659.739185
2857.00	-5.913440	0.986258	413834.625483	37655.053321
2858.00	-5.915162	0.987133	413577.777630	37650.382101
2859.00	-5.916679	0.987996	413320.859445	37645.726100
2860.00	-5.917992	0.988845	413063.879801	37641.085903
2861.00	-5.919099	0.989681	412806.847617	37636.462107
2862.00	-5.920000	0.990503	412549.771836	37631.855316
2863.00	-5.920695	0.991311	412292.661409	37627.266147
2864.00	-5.921184	0.992104	412035.525268	37622.695225
2865.00	-5.921469	0.992882	411778.372313	37618.143184
2866.00	-5.921551	0.993646	411521.211385	37613.610666
2867.00	-5.921433	0.994394	411264.051247	37609.098322
2868.00	-5.921116	0.995127	411006.900563	37604.606809
2869.00	-5.920604	0.995845	410749.767875	37600.136790
2870.00	-5.919900	0.996549	410492.661581	37595.688933
2871.00	-5.919009	0.997237	410235.589913	37591.263911
2872.00	-5.917935	0.997912	409978.560917	37586.862399
2873.00	-5.916683	0.998572	409721.582431	37582.485074
2874.00	-5.915259	0.999218	409464.662061	37578.132613
2875.00	-5.913668	0.999851	409207.807168	37573.805692
2876.00	-5.911917	1.000471	408951.024844	37569.504987
2877.00	-5.910012	1.001078	408694.321895	37565.231167
2878.00	-5.907961	1.001674	408437.704829	37560.984901
2879.00	-5.905772	1.002258	408181.179834	37556.766849
2880.00	-5.903451	1.002831	407924.752775	37552.577664
2881.00	-5.901007	1.003393	407668.429175	37548.417990
2882.00	-5.898448	1.003945	407412.214212	37544.288463
2883.00	-5.895782	1.004488	407156.112710	37540.189706
2884.00	-5.893017	1.005022	406900.129139	37536.122329
2885.00	-5.890162	1.005547	406644.267607	37532.086927
2886.00	-5.887224	1.006064	406388.531869	37528.084078
2887.00	-5.884212	1.006573	406132.925324	37524.114341
2888.00	-5.881134	1.007075	405877.451027	37520.178254
2889.00	-5.877997	1.007570	405622.111691	37516.276330
2890.00	-5.874808	1.008058	405366.909703	37512.409062
2891.00	-5.871576	1.008540	405111.847135	37508.576909
2892.00	-5.868306	1.009016	404856.925755	37504.780307
2893.00	-5.865005	1.009486	404602.147049	37501.019658
2894.00	-5.861680	1.009951	404347.512236	37497.295330
2895.00	-5.858334	1.010411	404093.022287	37493.607659
2896.00	-5.854974	1.010865	403838.677949	37489.956942
2897.00	-5.851603	1.011315	403584.479763	37486.343439
2898.00	-5.848226	1.011760	403330.428090	37482.767368
2899.00	-5.844847	1.012201	403076.523134	37479.228905
2900.00	-5.841466	1.012637	402822.764963	37475.728183
2901.00	-5.838088	1.013070	402569.153541	37472.265292
2902.00	-5.834714	1.013499	402315.688745	37468.840276
2903.00	-5.831344	1.013924	402062.370396	37465.453134
2904.00	-5.827979	1.014345	401809.198280	37462.103817
2905.00	-5.824620	1.014763	401556.172173	37458.792229
2906.00	-5.821265	1.015178	401303.291865	37455.518228
2907.00	-5.817913	1.015590	401050.557187	37452.281623
2908.00	-5.814563	1.016000	400797.968023	37449.082176
2909.00	-5.811213	1.016406	400545.524341	37445.919606
2910.00	-5.807861	1.016810	400293.226206	37442.793582
2911.00	-5.804502	1.017211	400041.073797	37439.703732
2912.00	-5.801135	1.017610	399789.067426	37436.649637
2913.00	-5.797756	1.018006	399537.207551	37433.630838
2914.00	-5.794360	1.018400	399285.494784	37430.646831
2915.00	-5.790945	1.018793	399033.929909	37427.697078
2916.00	-5.787506	1.019183	398782.513879	37424.781000
2917.00	-5.784038	1.019571	398531.247831	37421.897982
2918.00	-5.780538	1.019956	398280.133080	37419.047377
2919.00	-5.777001	1.020340	398029.171130	37416.228505
2920.00	-5.773423	1.020722	397778.363664	37413.440657
2921.00	-5.769801	1.021102	397527.712548	37410.683095
2922.00	-5.766129	1.021480	397277.219819	37407.955058
2923.00	-5.762405	1.021856	397026.887683	37405.255759
2924.00	-5.758624	1.022230	396776.718504	37402.584392
2925.00	-5.754785	1.022602	396526.714795	37399.940132
2926.00	-5.750882	1.022972	396276.879203	37397.322135
2927.00	-5.746915	1.023340	396027.214497	37394.729545
2928.00	-5.742880	1.023706	395777.723556	37392.161492
2929.00	-5.738776	1.024069	395528.409348	37389.617096
2930.00	-5.734601	1.024430	395279.274914	37387.095468
2931.00	-5.730354	1.024789	395030.323354	37384.595715
2932.00	-5.726034	1.025146	394781.557802	37382.116937
2933.00	-5.721642	1.025500	394532.981411	37379.658237
2934.00	-5.717178	1.025852	394284.597331	37377.218714
2935.00	-5.712642	1.026202	394036.408688	37374.797469
2936.00	-5.708035	1.026549	393788.418566	37372.393611
2937.00	-5.703360	1.026893	393540.629981	37370.006250
2938.00	-5.698619	1.027235	393293.045864	37367.634509
2939.00	-5.693814	1.027574	393045.669039	37365.277515
2940.00	-5.688949	1.027910	392798.502200	37362.934410
2941.00	-5.684026	1.028243	392551.547894	37360.604349
2942.00	-5.679051	1.028574	392304.808500	37358.286500
2943.00	-5.674028	1.028901	392058.286208	37355.980050
2944.00	-5.668962	1.029226	391811.983005	37353.684203
2945.00	-5.663857	1.029547	391565.900655	37351.398184
2946.00	-5.658720	1.029865	391320.040689	37349.121241
2947.00	-5.653557	1.030180	391074.404384	37346.852645
2948.00	-5.648373	1.030490	390828.992757	37344.591693
2949.00	-5.643176	1.030797	390583.806552	37342.337708
2950.00	-5.637970	1.031099	390338.846232	37340.090040
2951.00	-5.632765	1.031397	390094.111976	37337.848066
2952.00	-5.627565	1.031689	389849.603672	37335.611193
2953.00	-5.622377	1.031977	389605.320917	37333.378858
2954.00	-5.617209	1.032258	389361.263021	37331.150527
2955.00	-5.612067	1.032533	389117.429007	37328.925700
2956.00	-5.606957	1.032801	388873.817620	37326.703906
2957.00	-5.601885	1.033062	388630.427333	37324.484704
2958.00	-5.596857	1.033315	388387.256362	37322.267686
2959.00	-5.591878	1.033560	388144.302674	37320.052474
2960.00	-5.586954	1.033796	387901.564008	37317.838722
2961.00	-5.582090	1.034022	387659.037887	37315.626113
2962.00	-5.577289	1.034239	387416.721642	37313.414358
2963.00	-5.572555	1.034445	387174.612427	37311.203199
2964.00	-5.567892	1.034640	386932.707246	37308.992405
2965.00	-5.563303	1.034824	386691.002973	37306.781772
2966.00	-5.558789	1.034995	386449.496377	37304.571122
2967.00	-5.554352	1.035154	386208.184146	37302.360301
2968.00	-5.549993	1.035301	385967.062908	37300.149179
2969.00	-5.545713	1.035434	385726.129262	37297.937647
2970.00	-5.541511	1.035553	385485.379797	37295.725618
2971.00	-5.537387	1.035659	385244.811115	37293.513021
2972.00	-5.533340	1.035751	385004.419859	37291.299805
2973.00	-5.529368	1.035828	384764.202728	37289.085933
2974.00	-5.525469	1.035892	384524.156505	37286.871382
2975.00	-5.521641	1.035941	384284.278069	37284.656143
2976.00	-5.517880	1.035976	384044.564420	37282.440216
2977.00	-5.514184	1.035996	383805.012695	37280.223613
2978.00	-5.510548	1.036003	383565.620181	37278.006353
2979.00	-5.506969	1.035996	383326.384334	37275.788462
2980.00	-5.503442	1.035976	383087.302791	37273.569973
2981.00	-5.499963	1.035943	382848.373383	37271.350921
2982.00	-5.496526	1.035898	382609.594143	37269.131348
2983.00	-5.493128	1.035840	382370.963322	37266.911297
2984.00	-5.489761	1.035772	382132.479395	37264.690812
2985.00	-5.486422	1.035693	381894.141069	37262.469942
2986.00	-5.483105	1.035604	381655.947291	37260.248732
2987.00	-5.479803	1.035506	381417.897251	37258.027233
2988.00	-5.476511	1.035399	381179.990388	37255.805494
2989.00	-5.473223	1.035285	380942.226393	37253.583567
2990.00	-5.469934	1.035164	380704.605208	37251.361505
2991.00	-5.466637	1.035036	380467.127029	37249.139365
2992.00	-5.463328	1.034904	380229.792299	37246.917205
2993.00	-5.459999	1.034766	379992.601707	37244.695091
2994.00	-5.456647	1.034625	379755.556182	37242.473092
2995.00	-5.453265	1.034480	379518.656882	37240.251284
2996.00	-5.449849	1.034333	379281.905186	37238.029750
2997.00	-5.446395	1.034185	379045.302681	37235.808582
2998.00	-5.442897	1.034035	378808.851149	37233.587882
2999.00	-5.439352	1.033885	378572.552546	37231.367760
3000.00	-5.435756	1.033735	378336.408987	37229.148338
3001.00	-5.432108	1.033585	378100.422723	37226.929750
3002.00	-5.428404	1.033437	377864.596121	37224.712142
3003.00	-5.424642	1.033291	377628.931638	37222.495675
3004.00	-5.420821	1.033147	377393.431798	37220.280525
3005.00	-5.416942	1.033006	377158.099161	37218.066880
3006.00	-5.413003	1.032869	376922.936301	37215.854948
3007.00	-5.409005	1.032735	376687.945772	37213.644949
3008.00	-5.404951	1.032605	376453.130085	37211.437122
3009.00	-5.400841	1.032480	376218.491678	37209.231722
3010.00	-5.396679	1.032361	375984.032885	37207.029021
3011.00	-5.392467	1.032246	375749.755915	37204.829310
3012.00	-5.388211	1.032138	375515.662819	37202.632897
3013.00	-5.383913	1.032036	375281.755472	37200.440104
3014.00	-5.379580	1.031941	375048.035544	37198.251274
3015.00	-5.375215	1.031853	374814.504482	37196.066766
3016.00	-5.370826	1.031773	374581.163492	37193.886952
3017.00	-5.366418	1.031700	374348.013519	37191.712221
3018.00	-5.361998	1.031636	374115.055235	37189.542977
3019.00	-5.357573	1.031580	373882.289029	37187.379637
3020.00	-5.353148	1.031534	373649.714994	37185.222630
3021.00	-5.348732	1.031497	373417.332924	37183.072400
3022.00	-5.344331	1.031470	373185.142312	37180.929401
3023.00	-5.339952	1.031452	372953.142345	37178.794095
3024.00	-5.335603	1.031445	372721.331912	37176.666955
3025.00	-5.331289	1.031449	372489.709602	37174.548461
3026.00	-5.327017	1.031463	372258.273716	37172.439097
3027.00	-5.322795	1.031489	372027.022274	37170.339356
3028.00	-5.318627	1.031525	371795.953026	37168.249729
3029.00	-5.314519	1.031572	371565.063466	37166.170712
3030.00	-5.310478	1.031631	371334.350848	37164.102799
3031.00	-5.306507	1.031701	371103.812200	37162.046486
3032.00	-5.302612	1.031782	370873.444347	37160.002259
3033.00	-5.298797	1.031874	370643.243924	37157.970602
3034.00	-5.295064	1.031976	370413.207400	37155.951992
3035.00	-5.291418	1.032090	370183.331102	37153.946894
3036.00	-5.287860	1.032214	369953.611234	37151.955766
3037.00	-5.284393	1.032347	369724.043903	37149.979049
3038.00	-5.281018	1.032491	369494.625144	37148.017173
3039.00	-5.277736	1.032644	369265.350943	37146.070548
3040.00	-5.274547	1.032806	369036.217264	37144.139566
3041.00	-5.271450	1.032977	368807.220074	37142.224601
3042.00	-5.268445	1.033156	368578.355367	37140.326006
3043.00	-5.265531	1.033343	368349.619194	37138.444110
3044.00	-5.262704	1.033537	368121.007688	37136.579220
3045.00	-5.259963	1.033737	367892.517088	37134.731617
3046.00	-5.257303	1.033944	367664.143767	37132.901556
3047.00	-5.254721	1.034156	367435.884259	37131.089264
3048.00	-5.252213	1.034373	367207.735283	37129.294940
3049.00	-5.249772	1.034595	366979.693768	37127.518754
3050.00	-5.247394	1.034821	366751.756884	37125.760843
3051.00	-5.245072	1.035050	366523.922060	37124.021316
3052.00	-5.242799	1.035282	366296.187014	37122.300245
3053.00	-5.240568	1.035516	366068.549777	37120.597674
3054.00	-5.238370	1.035752	365841.008716	37118.913611
3055.00	-5.236197	1.035990	365613.562559	37117.248033
3056.00	-5.234040	1.036227	365386.210420	37115.600883
3057.00	-5.231889	1.036465	365158.951821	37113.972071
3058.00	-5.229735	1.036703	364931.786712	37112.361475
3059.00	-5.227565	1.036939	364704.715498	37110.768940
3060.00	-5.225370	1.037174	364477.739057	37109.194279
3061.00	-5.223138	1.037406	364250.858759	37107.637277
3062.00	-5.220856	1.037636	364024.076485	37106.097684
3063.00	-5.218512	1.037863	363797.394647	37104.575225
3064.00	-5.216094	1.038086	363570.816199	37103.069593
3065.00	-5.213589	1.038304	363344.344651	37101.580456
3066.00	-5.210983	1.038517	363117.984084	37100.107456
3067.00	-5.208264	1.038725	362891.739153	37098.650210
3068.00	-5.205417	1.038926	362665.615092	37097.208307
3069.00	-5.202429	1.039121	362439.617719	37095.781317
3070.00	-5.199288	1.039309	362213.753434	37094.368784
3071.00	-5.195979	1.039489	361988.029210	37092.970233
3072.00	-5.192490	1.039662	361762.452584	37091.585169
3073.00	-5.188809	1.039825	361537.031648	37090.213075
3074.00	-5.184923	1.039980	361311.775024	37088.853418
3075.00	-5.180822	1.040126	361086.691847	37087.505646
3076.00	-5.176493	1.040262	360861.791732	37086.169195
3077.00	-5.171927	1.040388	360637.084752	37084.843478
3078.00	-5.167115	1.040504	360412.581393	37083.527898
3079.00	-5.162049	1.040609	360188.292522	37082.221840
3080.00	-5.156722	1.040705	359964.229340	37080.924680
3081.00	-5.151127	1.040789	359740.403337	37079.635780
3082.00	-5.145259	1.040864	359516.826247	37078.354488
3083.00	-5.139114	1.040928	359293.509991	37077.080145
3084.00	-5.132691	1.040982	359070.466627	37075.812079
3085.00	-5.125988	1.041026	358847.708295	37074.549613
3086.00	-5.119004	1.041061	358625.247161	37073.292059
3087.00	-5.111742	1.041087	358403.095358	37072.038725
3088.00	-5.104204	1.041104	358181.264931	37070.788914
3089.00	-5.096394	1.041113	357959.767781	37069.541925
3090.00	-5.088317	1.041115	357738.615610	37068.297057
3091.00	-5.079979	1.041111	357517.819866	37067.053605
3092.00	-5.071389	1.041100	357297.391690	37065.810872
3093.00	-5.062555	1.041084	357077.341868	37064.568162
3094.00	-5.053487	1.041064	356857.680785	37063.324785
3095.00	-5.044195	1.041040	356638.418377	37062.080060
3096.00	-5.034691	1.041014	356419.564097	37060.833317
3097.00	-5.024988	1.040985	356201.126872	37059.583895
3098.00	-5.015099	1.040955	355983.115074	37058.331151
3099.00	-5.005037	1.040925	355765.536489	37057.074458
